ticker,bar,price,ret_1M,ret_3M,ret_6M,ret_12M,system
LX,81,2.2872369289398193,21.796924896128743,122.49518860270854,287.06489598490293,114.06686515797841,💎 ASH STRONG solo
LZB,135,27.767263412475586,-5.167184902531197,-6.33572108558822,-4.434854327604332,-9.80644857279237,💎 ASH STRONG solo
LZB,184,32.49363327026367,1.6037077200299565,-27.014722098856183,-34.00563817069502,-35.66296169375691,💎 ASH STRONG solo
LZB,203,29.319683074951172,-1.6576548023355286,-6.257107910391113,12.223842922287464,43.820273253413774,💎 ASH STRONG solo
MCRB,62,529.7999877929688,6.870521942761276,4.228015275609209,-28.12382095754693,-75.80218952395687,💎 ASH STRONG solo
MOMO,117,6.870547771453857,-7.095923311820462,1.314057045026562,-17.082790167499475,3.096203145028209,💎 ASH STRONG solo
NOAH,121,33.5029296875,-0.43924390430524207,-7.132398954659402,-1.2758761878042368,-35.80840940806541,💎 ASH STRONG solo
NUS,74,30.935075759887695,-4.077770061808794,-10.111438582507104,8.435392831161238,152.01918577776814,💎 ASH STRONG solo
NUS,118,33.46562194824219,15.609453388491623,41.091453914662715,4.756422456106435,39.72564327150747,💎 ASH STRONG solo
NUS,184,43.13478088378906,-5.044358075207267,-4.888948279039695,-13.250575457544912,-13.924073917508373,💎 ASH STRONG solo
OCGN,37,166.1999969482422,-6.859202229729611,-4.332128207249242,-20.216601360823272,-92.49097486679086,💎 ASH STRONG solo
OPRX,64,4.110000133514404,-10.218979626523982,13.868605262959433,-13.868616864836392,17.518242501271853,💎 ASH STRONG solo
OPRX,72,4.5,13.333331214057065,23.33333757188585,1.3333320617675781,-40.66666497124566,💎 ASH STRONG solo
PACB,34,4.179999828338623,32.057421234882796,0.9569369257348859,59.33014643350318,40.19139651121737,💎 ASH STRONG solo
PRTA,91,12.239999771118164,5.8823552327814665,-10.866012651767843,-8.415030655487488,309.31372067782564,💎 ASH STRONG solo
PRTA,117,60.630001068115234,1.3359682406796525,-0.6267541834418244,-20.05607724425217,-20.4189359228393,💎 ASH STRONG solo
QFIN,63,15.79792594909668,-0.7596349145196468,10.250966386052408,66.57789891970734,156.3611485822857,💎 ASH STRONG solo
RCKT,103,20.489999771118164,-11.664223603444245,46.266469732219974,31.478774206874817,-9.858469889350507,💎 ASH STRONG solo
REAL,57,3.9100000858306885,-2.3017941333054903,-18.41432257813529,-19.693093709048483,37.85165596333939,💎 ASH STRONG solo
RGNX,69,38.849998474121094,-16.80823432630676,7.902187427032259,-15.830110560437472,-36.42213196123364,💎 ASH STRONG solo
RGNX,72,41.91999816894531,-15.45801485038415,-21.99426958190115,-20.82538149704306,-36.95133239591755,💎 ASH STRONG solo
RILY,81,5.676785469055176,-25.90910335602896,-27.272731090806435,-19.09091428349674,-0.5701178706706944,💎 ASH STRONG solo
RILY,109,7.02282190322876,-4.191622377218785,41.57642709342966,15.102786034013626,35.70013426874459,💎 ASH STRONG solo
RILY,154,13.97616195678711,17.233464901015804,16.67848965286276,108.58118160898331,294.1125349947199,💎 ASH STRONG solo
SPCE,104,6.179999828338623,-52.26537007078254,,,,💎 ASH STRONG solo
SRPT,90,29.030000686645508,-17.223561425198717,16.017910811381352,-21.0127462527959,-52.118500552001,💎 ASH STRONG solo
SRPT,92,37.130001068115234,-9.291679675986009,-42.52626033207078,-56.45031076990821,-67.14247385319447,💎 ASH STRONG solo
SRPT,119,25.280000686645508,3.1249959917763803,55.22152141078003,22.863918600881348,52.610762591612904,💎 ASH STRONG solo
STKL,43,4.150000095367432,9.156629053216282,5.542169006941244,46.74698825636281,79.0361363276255,💎 ASH STRONG solo
STKL,194,11.229999542236328,-16.740865871773856,-27.248438029170373,-24.309881153322642,-65.8058764853287,💎 ASH STRONG solo
STKL,200,8.5,-20.82352918737075,-21.999998653636254,-54.82353042153751,-22.941174226648663,💎 ASH STRONG solo
TIGR,66,5.340000152587891,19.101122692518977,20.973780029131706,60.8614214818884,99.81272980157145,💎 ASH STRONG solo
USNA,44,18.1200008392334,3.3388494162008175,15.618100400848455,21.1920423145064,2.924937940120409,💎 ASH STRONG solo
USNA,78,22.145000457763672,9.121699778766512,58.25241564471999,71.48339439662412,65.206585361106,💎 ASH STRONG solo
USNA,119,68.66000366210938,-0.4223724148843644,-6.42295867593009,-9.263041196950372,-16.836592734363297,💎 ASH STRONG solo
USNA,134,65.69999694824219,9.132420515524142,13.622534236474081,60.654502213918015,78.11263634495084,💎 ASH STRONG solo
WB,81,32.56043243408203,21.0399082797748,10.574795542674487,23.738477857593242,-23.97982220653875,💎 ASH STRONG solo
WB,133,8.454477310180664,5.303862467487908,26.629834852425716,9.834247811827911,-7.0315071512511595,💎 ASH STRONG solo
ALT,90,8.569999694824219,-15.869308110928015,-22.403730079667973,-36.63943965344565,-38.623098994290864,🔻 MFI neg. recuperando
