type,entry_price,ret_1M,ret_3M,ret_6M,ret_12M,system
ASH_BUY,4.449999809265137,-4.719102183099899,-35.73033668133754,52.58427534571768,21.348321951033423,ASH L21
ASH_BUY_STRONG,5.039999961853027,-32.34126762618161,,,,ASH L21
ASH_BUY,14.989999771118164,-3.468976064237572,-44.22948776300322,28.35223525612487,47.23148787064944,ASH L21
ASH_BUY,20.579999923706055,-6.511176664506923,-2.0894086820693603,-8.892127942129303,18.318758366082477,ASH L21
ASH_BUY_STRONG,92.5,-29.729729729729726,-29.729729729729726,-34.05405405405405,-70.32432349952491,ASH L21
ASH_BUY_STRONG,85.0,-26.470588235294112,-30.000000000000004,-45.29411764705882,-73.52941176470588,ASH L21
ASH_BUY,33.75,-25.92592592592593,-45.33333107277199,-45.925925925925924,-74.07407407407408,ASH L21
ASH_BUY_STRONG,5.679999828338623,94.54226275860546,81.51409738039257,652.6408678167901,624.8239333307756,ASH L21
ASH_BUY,400.70001220703125,-18.26803343574911,-32.74270232346378,-52.807586637703274,-79.93511378174396,ASH L21
ASH_BUY,7.090000152587891,-6.20592450988674,4.090267357006705,19.040894199454318,109.30888340208575,ASH L21
ASH_BUY,10.270000457763672,-18.987348354647228,-28.14021630483998,-27.166507442373742,-61.73320456099597,ASH L21
ASH_BUY,5.550000190734863,24.324321770046954,24.324321770046954,135.31531478897935,,ASH L21
ASH_BUY,9.010000228881836,11.098778852351954,3.662596174506527,-12.763596738666783,-0.2219806576647998,ASH L21
ASH_BUY,9.960000038146973,13.45381674152275,19.176705221855194,20.883533290558432,21.285139331721336,ASH L21
ASH_BUY,7.909999847412109,-35.018963771949586,-63.59038975982839,-72.69279231987129,-85.2085969702333,ASH L21
ASH_BUY,1.899999976158142,-1.052630588288439,-17.368417255105683,,,ASH L21
ASH_BUY,15.776409149169922,10.617403476226816,32.553749784497924,10.3835006048566,50.70159980520788,ASH L21
ASH_BUY_STRONG,19.429044723510742,-5.469097813116786,12.077467882468952,8.735241986508502,15.989344632041803,ASH L21
ASH_BUY_STRONG,76.80747985839844,-2.0455712598499542,19.400743594862966,5.793007268078565,1.427948478789265,ASH L21
ASH_BUY,84.55036926269531,-20.58351123144838,-11.675467276943374,-4.304204964616187,-24.493994235433338,ASH L21
ASH_BUY,83.38916778564453,5.836805814463597,-11.030051733831293,-15.894514036387053,-12.87921255152683,ASH L21
ASH_BUY,76.7964859008789,-6.410137068145827,-5.464028987462488,10.092283140183934,9.055621526566648,ASH L21
ASH_BUY_STRONG,88.81353759765625,-6.020779371612395,-9.814243970089088,-8.74232280339573,-20.89490324172354,ASH L21
ASH_BUY,67.91595458984375,7.020078904680815,-8.679099246451315,-18.182878223476383,-25.16764436276382,ASH L21
ASH_BUY,2.4800000190734863,-22.983872905978288,-35.48387050256521,-41.12903117265216,-60.68548321196738,ASH L21
